Tanggal,Media,Topik,Topik_Cleaned,label
5-Dec-22,Lapor Sleman,BANJIR,banjir,1
5-Dec-22,Lapor Sleman,Mobil Keluar Masuk Toko Bakpia Jalan Monjali 115 Semrawut,mobil keluar masuk toko bakpia jalan monjali semrawut,1
5-Dec-22,Lapor Sleman,Nama Di PBB Berubah,nama pbb berubah,0
5-Dec-22,Instagram,Jalan berlubang,jalan berlubang,1
5-Dec-22,Instagram,Akta kelahiran online,akta kelahiran online,0
5-Dec-22,Website,Bantuan STB,bantuan stb,0
5-Dec-22,Instagram,Penyaluran bantuan baju bekas untuk korban bencana,penyaluran bantuan baju bekas korban bencana,0
6-Dec-22,SMS Hotline,Parkir dijalan sempit,parkir dijalan sempit,1
6-Dec-22,Website,Bantuan STB,bantuan stb,0
6-Dec-22,Lapor Sleman,Sertifikat Vaksin Belum Keluar Sejak Agustus,sertifikat vaksin keluar sejak agustus,0
6-Dec-22,Lapor Sleman,Lampu Mati,lampu mati,1
6-Dec-22,Lapor Sleman,Jalan Berlubang Sepanjang Jalan Kapten Haryadi Dan Jalan Umbul Permai,jalan berlubang sepanjang jalan kapten haryadi jalan umbul permai,1
8-Dec-22,Lapor.go.id,Bantuan Pemerintah,bantuan pemerintah,0
8-Dec-22,Lapor.go.id,Keributan Satu Keluarga di Rusunawa Dabag,keributan satu keluarga rusunawa dabag,0
8-Dec-22,Instagram,Gelar pangan murah,gelar pangan murah,0
8-Dec-22,Facebook Pemkab Sleman,STB,stb,0
8-Dec-22,Lapor Sleman,Perijinan,perijinan,0
8-Dec-22,Website,Seng papan reklame yang sudah mulai lepas,seng papan reklame mulai lepas,0
8-Dec-22,Twitter,Jalan berlubang,jalan berlubang,1
9-Dec-22,Lapor Sleman,Pelayanan,pelayanan,0
9-Dec-22,Lapor Sleman,Sering Terjadi Kecelakaan Lalu Lintas Di Ruas Jalan Raya Purwomartani,sering terjadi kecelakaan lalu lintas ruas jalan raya purwomartani,1
9-Dec-22,Website,Jalan Rusak Dan Berlubang,jalan rusak berlubang,1
9-Dec-22,Website,Penataan jalan protokol dan nasional agar dipercantik,penataan jalan protokol nasional dipercantik,0
10-Dec-22,Lapor Sleman,Standarisasi Kantor Pelayanan Di Kelurahan,standarisasi kantor pelayanan kelurahan,0
10-Dec-22,Lapor Sleman,Lampu PJU Depan Griya Kuantan Sampai Terminal Jombor Mati,lampu pju depan griya kuantan terminal jombor mati,1
10-Dec-22,Website,Jalan Rusak Dan Berlubang,jalan rusak berlubang,1
10-Dec-22,Lapor.go.id,Jalan rusak berlubang,jalan rusak berlubang,1
11-Dec-22,Website,Pembangunan gedung DPMPPt ( perijinan ),pembangunan gedung dpmppt perijinan,0
12-Dec-22,Lapor.go.id,"Pengaduan Jalan Rusak di Gg. Megatruh, Pogung Kidul, Sinduadi, Mlati",pengaduan jalan rusak gg megatruh pogung kidul sinduadi mlati,1
12-Dec-22,Lapor Sleman,PJU mati,pju mati,1
12-Dec-22,Lapor Sleman,Proyek The Panorama Resort,proyek the panorama resort,0
12-Dec-22,Lapor Sleman,Biaya Study Tour,biaya study tour,0
13-Dec-22,Website,Data Demografi Kalurahan,data demografi kalurahan,0
13-Dec-22,Facebook Pemkab Sleman,Sinkronisasi NIK,sinkronisasi nik,0
14-Dec-22,Lapor Sleman,Dukcapil,dukcapil,0
14-Dec-22,Lapor Sleman,Jalan Berlubang,jalan berlubang,1
14-Dec-22,Lapor Sleman,Jalan Berlubang / Retak,jalan berlubang retak,1
14-Dec-22,Twitter,Pungutan dana masyarakat,pungutan dana masyarakat,0
15-Dec-22,Lapor Sleman,Pemasangan Tiang Internet,pemasangan tiang internet,0
15-Dec-22,Lapor Sleman,Urip Neng Sleman DIY Ya Etikanya Kendaraan Plat AB,urip neng diy etikanya kendaraan plat ab,0
16-Dec-22,Lapor Sleman,Pijat Plus Plus,pijat plus plus,0
16-Dec-22,Lapor Sleman,CADDY PADANG GOLF ADISUCIPTO,caddy padang golf adisucipto,0
16-Dec-22,Twitter,Jalan rusak,jalan rusak,1
17-Dec-22,Twitter,Jalan rusak,jalan rusak,1
17-Dec-22,Twitter,Pindah datang,pindah datang,0
17-Dec-22,Lapor Sleman,Lampu PJU Depan Griya Kuantan Bolak Balik Mati,lampu pju depan griya kuantan bolak balik mati,1
17-Dec-22,Lapor Sleman,Lampu Pengatur Lalu Lintas Mati Di Saat Jam Normal,lampu pengatur lalu lintas mati jam normal,1
17-Dec-22,Twitter,Survei UMKM,survei umkm,0
18-Dec-22,Lapor Sleman,Pelayanan Kecamatan Sleman,pelayanan kecamatan,0
18-Dec-22,Lapor Sleman,Taman Lapangan Denggung Menjadi Berbahaya,taman lapangan denggung menjadi berbahaya,1
19-Dec-22,Website,Permohonan pemangkasan pohon,permohonan pemangkasan pohon,1
19-Dec-22,Lapor Sleman,"Bau Sampah , Bau Asap Plastik & Lingkungan Tidak Sehat Serta Kumuh",bau sampah bau asap plastik lingkungan sehat kumuh,1
19-Dec-22,Instagram,Permohonan informasi / audiens,permohonan audiens,0
19-Dec-22,Twitter,Kontak dinsos,kontak dinsos,0
19-Dec-22,Twitter,Informasi vaksin,vaksin,0
20-Dec-22,Instagram,Penyebrangan di jalan solo berbahaya dan minim penerangan,penyebrangan jalan solo berbahaya minim penerangan,1
20-Dec-22,Lapor Sleman,Kabel Terlalu Turun Kebawah,kabel terlalu turun kebawah,0
20-Dec-22,Lapor Sleman,Petugas Pelayanan Di BKAD,petugas pelayanan bkad,0
20-Dec-22,Instagram,Informasi magang,magang,0
21-Dec-22,Twitter,reklame diatas jalan kaliurang,reklame diatas jalan kaliurang,0
21-Dec-22,Lapor Sleman,Ingin Pindah KK,pindah kk,0
21-Dec-22,Lapor Sleman,Pemasangan Baliho Hingga Badan Jalan,pemasangan baliho hingga badan jalan,0
21-Dec-22,Lapor Sleman,Ketinggian Kabel Rendah,ketinggian kabel rendah,0
21-Dec-22,Lapor Sleman,Surat Warga,surat warga,0
21-Dec-22,Lapor Sleman,Pintu Toilet,pintu toilet,0
21-Dec-22,Lapor Sleman,Lampu Penerangan Jalan Mati,lampu penerangan jalan mati,1
22-Dec-22,SMS Hotline,Proses pindah datang,proses pindah datang,0
22-Dec-22,Instagram,Informasi PPPK,pppk,0
22-Dec-22,Instagram,Prosedur permohonan SHM,prosedur permohonan shm,0
22-Dec-22,Instagram,Lomba logo RSUD Prambanan,lomba logo rsud prambanan,0
22-Dec-22,Instagram,Telpon operator tidak nyambung,telpon operator nyambung,0
22-Dec-22,Facebook Pemkab Sleman,Pindah keluar,pindah keluar,0
22-Dec-22,Lapor Sleman,Lampu PJU Padam,lampu pju padam,1
22-Dec-22,Lapor Sleman,Lampu Penerangan Jalan Umum Mati,lampu penerangan jalan umum mati,1
23-Dec-22,Twitter,APILL mati,apill mati,1
23-Dec-22,Lapor.go.id,KTP Lama Jadi,ktp lama jadi,1
23-Dec-22,Lapor Sleman,Trotoar Pinggir Jalan Magelang Ambles,trotoar pinggir jalan magelang ambles,0
24-Dec-22,Twitter,Jalan berlubang,jalan berlubang,1
24-Dec-22,Lapor Sleman,Jalan Ambles,jalan ambles,0
24-Dec-22,Lapor Sleman,Pencemaran Lingkungan,pencemaran lingkungan,0
24-Dec-22,Lapor Sleman,Mobil AB 35 E Hari Ini Sabtu 24 Desember 2022 Digunakan Diluar Jam Kerja,mobil ab e hari sabtu desember digunakan diluar jam kerja,0
24-Dec-22,Lapor Sleman,Izin Usaha Menjual Minuman Beralkohol Offline Maupun Online,izin usaha menjual minuman beralkohol offline maupun online,0
24-Dec-22,Instagram,Informasi PPPK,pppk,0
25-Dec-22,Lapor Sleman,Galian Ambles Karena Air Hujan,galian ambles air hujan,1
25-Dec-22,Website,Jalan berlubang,jalan berlubang,1
26-Dec-22,Website,PBG,pbg,0
26-Dec-22,Lapor Sleman,Tebang Pohon,tebang pohon,1
26-Dec-22,Lapor Sleman,Lampu PJU Mati,lampu pju mati,1
26-Dec-22,Twitter,LPJU mati,lpju mati,1
26-Dec-22,Twitter,Jalan berlubang,jalan berlubang,1
27-Dec-22,Lapor Sleman,Saluran Irigasi Mampet,saluran irigasi mampet,1
27-Dec-22,Lapor Sleman,"Layanan Pengaduan Indhihome Tidak Bisa Di Telephon,",layanan pengaduan indhihome telephon,0
27-Dec-22,Lapor Sleman,Iuran Desa,iuran desa,0
27-Dec-22,Lapor Sleman,"Lubang Drainase Mampet ,tidak Berjalan Lancar",lubang drainase mampet berjalan lancar,1
27-Dec-22,Lapor Sleman,Tarif Parkir Mahal,tarif parkir mahal,1
27-Dec-22,Instagram,LPJU mati,lpju mati,1
27-Dec-22,Instagram,Informasi vaksin anak,vaksin anak,0
27-Dec-22,Instagram,Jarak minimal indomaret dan pasar tradisional,jarak minimal indomaret pasar tradisional,0
27-Dec-22,Facebook Pemkab Sleman,LPJU mati,lpju mati,1
27-Dec-22,Instagram,Listrik padam,listrik padam,1
28-Dec-22,Lapor Sleman,Jalan Berlubang,jalan berlubang,1
28-Dec-22,Lapor Sleman,Pengurusan PBG,pengurusan pbg,0
28-Dec-22,Lapor Sleman,Drainase Di Jl Raya Kayen-Blotan,drainase jl raya kayenblotan,0
28-Dec-22,Lapor Sleman,Surat Warga,surat warga,0
28-Dec-22,Lapor.go.id,"Infrastruktur jalan utama Berbah-Kalasan Kab. Sleman butuh perbaikan dan pengaspalan kembali karena kondisi sudah banyak yg berlubang, bergelombang tidak rata dan rusak sudah lama namun belum pernah ada tindak lanjut perubahan dan perbaikan sampai sekarang.",infrastruktur jalan utama berbahkalasan kab butuh perbaikan pengaspalan kondisi banyak berlubang bergelombang rata rusak lama pernah perubahan perbaikan sekarang,1
28-Dec-22,Lapor.go.id,Jalan Desa Sumber Lor (belakang SDN Sumber 2 - Kelurahan Kalitirto) belum diaspal seperti jalan desa yg lain. Mengapa harus dibeda-bedakan ada yg diaspal ada yg cuma dicor ? bukankah seharusnya memiliki hak yg sama ?alokasi anggaran dananya dikemanakan ?,jalan desa sumber lor belakang sdn sumber kelurahan kalitirto diaspal jalan desa dibedabedakan diaspal cuma dicor bukankah memiliki hak sama alokasi anggaran dananya dikemanakan,0
28-Dec-22,Instagram,Penutupan jalan roro jonggrang lapangan pemda sleman,penutupan jalan roro jonggrang lapangan pemda,0
28-Dec-22,Email,Membuat akta online,membuat akta online,0
28-Dec-22,Instagram,Informasi PPPK,pppk,0
28-Dec-22,Lapor.go.id,Lampu Lalin Mati 2 Sisi,lampu lalin mati sisi,1
28-Dec-22,Lapor Sleman,Pemanfaatan Tanah Kas Desa Dan Daerah Aliran Sungai (DAS),pemanfaatan tanah kas desa aliran sungai das,0
28-Dec-22,Lapor Sleman,Penerangan Lampu Jalan,penerangan lampu jalan,1
28-Dec-22,Twitter,LPJU mati di jalan jogja solo,lpju mati jalan solo,1
29-Dec-22,Lapor Sleman,Rawan Kecelakaan,rawan kecelakaan,1
29-Dec-22,Lapor Sleman,Layanan Pembuatan KTP Baru Di Kec Gedean Mengecewakan,layanan pembuatan ktp baru kec gedean mengecewakan,0
29-Dec-22,Lapor Sleman,Lampu Rambu Hati Hati,lampu rambu hati hati,1
29-Dec-22,Lapor Sleman,Lampu Jalan Mati,lampu jalan mati,1
29-Dec-22,Twitter,Jalan gelap tidak ada LPJU,jalan gelap lpju,1
29-Dec-22,Twitter,Informasi PPPK,pppk,0
30-Dec-22,Twitter,Informasi PPPK,pppk,0
30-Dec-22,Lapor Sleman,Mati Listrik,mati listrik,1
31-Dec-22,Lapor Sleman,Jalan Rusak Parah,jalan rusak parah,1
31-Dec-22,Lapor Sleman,Update Parkir Di Bahu Jalan GG. Serai Nologaten,update parkir bahu jalan gg serai nologaten,1
31-Dec-22,Instagram,Pelayanan RS Queen Latifa,pelayanan rs queen latifa,0
1-Jan-23,Facebook Pemkab Sleman,BLT,blt,0
2-Jan-23,Twitter,LPJU mati hidup,lpju mati hidup,1
2-Jan-23,Twitter,Permohonan salinan IMB,permohonan salinan imb,0
2-Jan-23,Instagram,Pelayanan PDAM,pelayanan pdam,0
2-Jan-23,Instagram,Jalan berlubang,jalan berlubang,1
2-Jan-23,Lapor Sleman,Lampu OJU Belum Juga Diperbaiki...jalan Umum Masih Gelap,lampu oju diperbaikijalan umum gelap,1
3-Jan-23,Instagram,Informasi PPPK,pppk,0
3-Jan-23,Lapor Sleman,Lampu PJU Mati,lampu pju mati,1
3-Jan-23,Lapor Sleman,Keluhan Pelayanan,keluhan pelayanan,1
3-Jan-23,Website,Informasi PPPK,pppk,0
3-Jan-23,Website,Prosedur pengeringan tanah,prosedur pengeringan tanah,0
3-Jan-23,Instagram,RTLH,rtlh,0
3-Jan-23,Facebook Pemkab Sleman,Informasi akta perkawinan,akta perkawinan,0
3-Jan-23,Facebook Pemkab Sleman,Wifi padukuhan,wifi padukuhan,0
4-Jan-23,Twitter,Jalan rusak,jalan rusak,1
4-Jan-23,Instagram,Informasi PPPK,pppk,0
4-Jan-23,Instagram,Parkir samsat,parkir samsat,1
4-Jan-23,Twitter,Informasi PPPK,pppk,0
4-Jan-23,Instagram,Jalan kaliurnag berlubang mengakibatkan kecelakaan,jalan kaliurnag berlubang mengakibatkan kecelakaan,1
4-Jan-23,Instagram,Peraturan pembuangan sampah,peraturan pembuangan sampah,1
4-Jan-23,Lapor Sleman,PBG,pbg,0
4-Jan-23,Instagram,Lowongan Tapem Sekda,lowongan tapem sekda,0
4-Jan-23,Twitter,Lowongan Tapem Sekda,lowongan tapem sekda,0
5-Jan-23,Lapor Sleman,Resapan Air Tidak Berfungsi Optimal,resapan air berfungsi optimal,1
5-Jan-23,Lapor Sleman,"Jalan Rusak, Drainase Mampet",jalan rusak drainase mampet,1
5-Jan-23,Lapor Sleman,Gapuro Penghalang Pandangan,gapuro penghalang pandangan,0
5-Jan-23,Lapor Sleman,Lampu Jalan Mati,lampu jalan mati,1
5-Jan-23,Lapor Sleman,Jalan Umum Di Portal,jalan umum portal,0
5-Jan-23,Instagram,Informasi PPPK,pppk,0
5-Jan-23,Instagram,Lowongan Tapem Sekda,lowongan tapem sekda,0
6-Jan-23,Website,Permohonan rekaman CCTV,permohonan rekaman cctv,0
6-Jan-23,Facebook Pemkab Sleman,Informasi lowongan kerja,lowongan kerja,0
6-Jan-23,Website,Pedagang pasar demangan,pedagang pasar demangan,0
6-Jan-23,Lapor Sleman,Pedagang pasar demangan,pedagang pasar demangan,0
6-Jan-23,Twitter,Pohon kering,pohon kering,1
6-Jan-23,Twitter,Lowongan Tapem Sekda,lowongan tapem sekda,0
7-Jan-23,Twitter,Pelayanan PDAM,pelayanan pdam,0
7-Jan-23,Twitter,Aduan LPJU,aduan lpju,1
7-Jan-23,Lapor Sleman,Bau Asap Pembakaran & Sampah Lingkungan Tidak Sehat.,bau asap pembakaran sampah lingkungan sehat,1
7-Jan-23,Lapor Sleman,PKL MENEMPATI JALAN AKSES MASUK,pkl menempati jalan akses masuk,0
7-Jan-23,Website,Permohonan rekaman CCTV,permohonan rekaman cctv,0
7-Jan-23,Website,Pembakaran lahan,pembakaran lahan,1
7-Jan-23,Twitter,Jalan berlubang,jalan berlubang,1
8-Jan-23,Website,Parkir pasar godean,parkir pasar godean,1
8-Jan-23,Facebook Pemkab Sleman,LPJU mati,lpju mati,1
9-Jan-23,Facebook Pemkab Sleman,Jalan berlubang,jalan berlubang,1
9-Jan-23,Lapor Sleman,Aliran Selokan Mataram,aliran selokan mataram,0
9-Jan-23,Lapor Sleman,Pemerasan Modus Kecelakan,pemerasan modus kecelakan,0
9-Jan-23,Instagram,Kontak Puskeswan,kontak puskeswan,0
9-Jan-23,Facebook Pemkab Sleman,BPJS,bpjs,0
9-Jan-23,Website,Permohonan pemangkasan pohon,permohonan pemangkasan pohon,1
9-Jan-23,Lapor Sleman,Lampu PJU Mati Lama,lampu pju mati lama,1
10-Jan-23,Lapor Sleman,Lampu PJU Mati,lampu pju mati,1
10-Jan-23,Lapor Sleman,Pju Mati,pju mati,1
10-Jan-23,Twitter,Underpass Kentungan,underpass kentungan,0
10-Jan-23,Instagram,Jam buka minimarket,jam buka minimarket,0
10-Jan-23,Lapor Sleman,Pembangunan Kos Di Mendiro,pembangunan kos mendiro,0
10-Jan-23,Lapor Sleman,Pemasangan Tiang Fo,pemasangan tiang fo,0
11-Jan-23,Lapor Sleman,Pohon Kropos,pohon kropos,1
11-Jan-23,Lapor Sleman,Biaya Pengurusan Konversi Tanah Letter C Ke SHM Pertama,biaya pengurusan konversi tanah letter c shm pertama,0
11-Jan-23,Lapor Sleman,Pohon Tumbuh Ke Atas Jalan Kaliurang,pohon tumbuh atas jalan kaliurang,1
12-Jan-23,Lapor Sleman,"Jembatan Selokan Mataram Beluran-kweden , Bertahun Tahun Konsisten Rusak Parah Tanpa Tersentuh Dinas Terkait",jembatan selokan mataram belurankweden bertahun tahun konsisten rusak parah tersentuh dinas terkait,1
12-Jan-23,SMS Hotline,Jalan berlubang,jalan berlubang,1
12-Jan-23,Website,Cara mendaftar DTKS,cara mendaftar dtks,0
12-Jan-23,Instagram,Perubahan data KK,perubahan data kk,0
12-Jan-23,Instagram,Lowongan Tapem Sekda,lowongan tapem sekda,0
12-Jan-23,Website,Pelayanan PDAM,pelayanan pdam,0
12-Jan-23,Website,free wifi padukuhan,free wifi padukuhan,0
12-Jan-23,Lapor Sleman,Sampah Menumpuk Di Titik-titik Ring Road.,sampah menumpuk titiktitik ring road,1
13-Jan-23,Facebook Pemkab Sleman,lowongan Tapem Sekda,lowongan tapem sekda,0
13-Jan-23,Lapor Sleman,RAMBU RAMBU KUNING CEBONGAN,rambu rambu kuning cebongan,0
13-Jan-23,Facebook Pemkab Sleman,Layanan legalisir dukcapil,layanan legalisir dukcapil,0
13-Jan-23,Twitter,Pohon perindang,pohon perindang,1
13-Jan-23,Lapor Sleman,Pohon Pinggir Jalan Menganggu,pohon pinggir jalan menganggu,1
13-Jan-23,Datang Langsung,Pengurus masjid tidak aktif,pengurus masjid aktif,0
14-Jan-23,Lapor Sleman,Lampu Penerangan Jalan Mati Di Jl Pasar Jambon,lampu penerangan jalan mati jl pasar jambon,1
14-Jan-23,Website,Kehilangan helm,kehilangan helm,0
14-Jan-23,Lapor Sleman,Ada Sarang Tawon Berbahaya,sarang tawon berbahaya,1
14-Jan-23,Lapor Sleman,Data NIK Di Web Kecamatan Ngaglik,data nik web kecamatan ngaglik,0
14-Jan-23,Lapor Sleman,Pohon Lapangan Tempel Sudah Waktunya Dipangkas,pohon lapangan tempel waktunya dipangkas,1
15-Jan-23,Website,Regulasi pemasangan tiang telp,regulasi pemasangan tiang telp,0
15-Jan-23,Twitter,Free wifi padukuhan,free wifi padukuhan,0
15-Jan-23,Lapor Sleman,Jalan Berlobang Rusak Parah,jalan berlobang rusak parah,1
15-Jan-23,Lapor Sleman,"Permohonan Pemotongan/pemangkasan Pohon Di Jalan Rajawali, Condongcatur",permohonan pemotonganpemangkasan pohon jalan rajawali condongcatur,1
15-Jan-23,Lapor Sleman,Kaca Cembung Mohon Diganti,kaca cembung diganti,0
15-Jan-23,Lapor Sleman,LAMPU MERAH BAHAYA,lampu merah bahaya,1
16-Jan-23,Website,Rekaman CCTV,rekaman cctv,0
16-Jan-23,Lapor.go.id,"Mohon perbaikan jalan dan penerangan jalan di jln Geneng, Tirtomartani, kalasan, Sleman",perbaikan jalan penerangan jalan jln geneng tirtomartani kalasan,0
16-Jan-23,Lapor Sleman,Surat Warga,surat warga,0
16-Jan-23,Lapor Sleman,Lampu PJU Mati,lampu pju mati,1
16-Jan-23,Website,Bantuan cereberal palsy,bantuan cereberal palsy,0
16-Jan-23,Twitter,Jalan berlubang,jalan berlubang,1
16-Jan-23,Instagram,Pencemaran udara dari peternakan babi,pencemaran udara peternakan babi,0
17-Jan-23,Twitter,kayu tersangkut kabel listrik,kayu tersangkut kabel listrik,0
17-Jan-23,Website,Pohon perindang doyong kejalan,pohon perindang doyong kejalan,1
17-Jan-23,Lapor.go.id,Bantuan Rumah Warga Miskin,bantuan rumah warga miskin,0
17-Jan-23,Instagram,Libur cuti bersama,libur cuti bersama,0
17-Jan-23,Lapor Sleman,Baliho Di Jembatan Pangukan,baliho jembatan pangukan,0
17-Jan-23,Twitter,Regulasi penanaman tiang FO,regulasi penanaman tiang fo,0
18-Jan-23,Website,Irigasi rusak,irigasi rusak,1
18-Jan-23,Lapor Sleman,Tawon Besar Di Genteng,tawon besar genteng,0
18-Jan-23,Instagram,Jadwal vaksin,jadwal vaksin,0
18-Jan-23,Lapor Sleman,Surat Warga,surat warga,0
18-Jan-23,Facebook Pemkab Sleman,Pelatihan BLK,pelatihan blk,0
18-Jan-23,Twitter,LPJU mati,lpju mati,1
19-Jan-23,Twitter,Jalan berlubang,jalan berlubang,1
19-Jan-23,Instagram,Jalan berlubang,jalan berlubang,1
19-Jan-23,Instagram,Resapan air limbah,resapan air limbah,1
20-Jan-23,Instagram,Jadwal vaksin,jadwal vaksin,0
20-Jan-23,Instagram,Jadwal SIM keliling,jadwal sim keliling,0
20-Jan-23,Lapor Sleman,Permohonan Akses WiFi-Sleman,permohonan akses wifisleman,0
20-Jan-23,Website,Jalan Kaliurang,jalan kaliurang,0
22-Jan-23,Lapor Sleman,WAHANA BARU PESONA JONDIL JONDIL,wahana baru pesona jondil jondil,0
22-Jan-23,Website,Lantai 2 pasar prambanan berlubang,lantai pasar prambanan berlubang,1
22-Jan-23,Website,Bantuan sapi mati PMK,bantuan sapi mati pmk,1
23-Jan-23,Website,Fasilitas Puskesmas,fasilitas puskesmas,0
23-Jan-23,Lapor Sleman,Pohon Besar,pohon besar,1
23-Jan-23,Instagram,Parkir di pinggir jalan,parkir pinggir jalan,1
23-Jan-23,Instagram,Kalurahan,kalurahan,0
23-Jan-23,Instagram,Pelatihan BLK,pelatihan blk,0
23-Jan-23,Instagram,Informasi CCTV E Tilang,cctv e tilang,0
24-Jan-23,Website,Sedimen pasir yang sudah menebal,sedimen pasir menebal,0
25-Jan-23,Lapor Sleman,Jalan berlubang,jalan berlubang,1
25-Jan-23,Website,mohon dibangun tanggul,dibangun tanggul,0
25-Jan-23,Website,Apakah sudah ada IMB,imb,0
25-Jan-23,Lapor Sleman,Lampu Pju Mati Udah Lama,lampu pju mati lama,1
25-Jan-23,Website,Jaringan wifi padukuhan,jaringan wifi padukuhan,0
26-Jan-23,Lapor Sleman,Jalan Rusak,jalan rusak,1
26-Jan-23,Lapor Sleman,Lampu Penerangan Jalan Mati/rusak,lampu penerangan jalan matirusak,1
26-Jan-23,Lapor Sleman,Sisa Potongan Pohon Menggantung Di Kabel,sisa potongan pohon menggantung kabel,1
26-Jan-23,Lapor Sleman,Akta Kelahiran Hilang,akta kelahiran hilang,0
26-Jan-23,Lapor Sleman,Pecah KK,pecah kk,0
27-Jan-23,Website,menjual produk petani milenial,menjual produk petani milenial,0
27-Jan-23,Lapor Sleman,Surat Warga,surat warga,0
28-Jan-23,Lapor Sleman,Surat Warga,surat warga,0
29-Jan-23,Website,Jalan berlubang,jalan berlubang,1
29-Jan-23,Lapor Sleman,Permohonan Informasi Pelayanan Yang Ada Di Puskeswan Seyegan,permohonan pelayanan puskeswan seyegan,0
29-Jan-23,Lapor Sleman,Permohonan Penertiban Warung Yang Melanggar Aturan,permohonan penertiban warung melanggar aturan,0
29-Jan-23,Lapor Sleman,Gor Sleman,gor,0
30-Jan-23,Lapor Sleman,JALAN KALIURANG,jalan kaliurang,0
30-Jan-23,Website,jalan berlubang,jalan berlubang,1
30-Jan-23,Website,melihat CCTV,melihat cctv,0
31-Jan-23,Website,salah input pajak,salah input pajak,0
31-Jan-23,Website,tembok di saluran irigasi,tembok saluran irigasi,0
31-Jan-23,Website,jalan rusak,jalan rusak,1
1-Feb-23,Lapor Sleman,Jalan Berlubang Di Jalan Raya Tajem Depan Soto Lulung Lejar (rumah Sakit Respati),jalan berlubang jalan raya tajem depan soto lulung lejar rumah sakit respati,1
1-Feb-23,Lapor Sleman,Parkir Sembarangan,parkir sembarangan,1
1-Feb-23,Facebook Pemkab Sleman,Vaksin covid 19,vaksin covid,0
2-Feb-23,Twitter,LPJU Jalan Palagan,lpju jalan palagan,1
2-Feb-23,Website,permainan kearifan lokal,permainan kearifan lokal,0
2-Feb-23,Website,ganti rugi sapi,ganti rugi sapi,0
2-Feb-23,Website,melihat CCTV,melihat cctv,0
2-Feb-23,Instagram,Permohonan informasi,permohonan,0
2-Feb-23,Twitter,free wifi sleman,free wifi,0
3-Feb-23,Lapor Sleman,Lampu PJU Mati,lampu pju mati,1
3-Feb-23,Instagram,Sertifikat vaksin,sertifikat vaksin,0
4-Feb-23,Lapor Sleman,Jalan Berlubang Di Jalan Raya Tajem Depan Soto Lulung Lejar (rumah Sakit Respati),jalan berlubang jalan raya tajem depan soto lulung lejar rumah sakit respati,1
4-Feb-23,Twitter,Jalan berlubang,jalan berlubang,1
4-Feb-23,Lapor Sleman,JALANAN BERLUBANG,jalanan berlubang,1
4-Feb-23,Lapor Sleman,Jalan Monjali Berlobang,jalan monjali berlobang,0
4-Feb-23,Lapor Sleman,Lampu Pju Mati Lagi,lampu pju mati,1
5-Feb-23,Instagram,Puskeswan,puskeswan,0
6-Feb-23,Instagram,Honorarium RT RW di Kabupaten Sleman,honorarium rt rw,0
6-Feb-23,Website,Jalan untuik jualan angkringan,jalan untuik jualan angkringan,0
7-Feb-23,Email,Jalan untuik jualan angkringan,jalan untuik jualan angkringan,0
7-Feb-23,Lapor Sleman,Jalan Berlubang Di Jalan Raya Tajem Depan Soto Lulung Lejar (rumah Sakit Respati),jalan berlubang jalan raya tajem depan soto lulung lejar rumah sakit respati,1
7-Feb-23,Website,Permohonan SPT PBB,permohonan spt pbb,0
7-Feb-23,Instagram,Kontak Pemadam Kebakaran,kontak pemadam kebakaran,1
7-Feb-23,Twitter,Jalan Kapten Hariyadi,jalan kapten hariyadi,0
7-Feb-23,Instagram,Jalan berlubang,jalan berlubang,1
7-Feb-23,Website,Permohonan rekaman CCTV,permohonan rekaman cctv,0
7-Feb-23,Lapor Sleman,Pemalakan Oleh Preman,pemalakan preman,0
7-Feb-23,Lapor Sleman,Pemangkasan Pohon Perindang Di Jalan Rajawali Condongcatur,pemangkasan pohon perindang jalan rajawali condongcatur,1
7-Feb-23,Lapor.go.id,Permohonan KK Digital,permohonan kk digital,0
7-Feb-23,Lapor Sleman,Bahu Jalan Ambrol,bahu jalan ambrol,0
8-Feb-23,Website,Pohon perindang,pohon perindang,1
8-Feb-23,Twitter,Jalan berlubang,jalan berlubang,1
8-Feb-23,Lapor Sleman,Pohon Di Jalan Babarsari Terlalu Lebat Dan Tinggi,pohon jalan babarsari terlalu lebat tinggi,1
8-Feb-23,Instagram,Kontak pengelola lapangan tenis pemda,kontak pengelola lapangan tenis pemda,0
8-Feb-23,Instagram,Drainase meluap,drainase meluap,0
8-Feb-23,Instagram,U Turn banyak dilanggar,u turn banyak dilanggar,0
8-Feb-23,Instagram,Jalan berlubang,jalan berlubang,1
9-Feb-23,Website,Wifi Padukuhan,wifi padukuhan,0
9-Feb-23,Website,SPPT PBB,sppt pbb,0
9-Feb-23,Twitter,Jalan berlubang,jalan berlubang,1
9-Feb-23,Instagram,Pindah KK,pindah kk,0
9-Feb-23,Instagram,Jasa raharja,jasa raharja,0
9-Feb-23,Twitter,Pelatihan BLK,pelatihan blk,0
9-Feb-23,Lapor.go.id,Lampu Lalu Lintas Mati (Masih Belum Ditindak lanjuti),lampu lalu lintas mati,1
9-Feb-23,Lapor.go.id,Bakar Sampah,bakar sampah,1
9-Feb-23,Lapor Sleman,Sampah basah yang menumpuk,sampah basah menumpuk,1
9-Feb-23,Twitter,Jadwal vaksin,jadwal vaksin,0
