Tanggal,Media,Topik,Topik_Cleaned,label,prediksi_model,cluster
8-Aug-23,Lapor.go.id,Sampah elektronik,sampah elektronik,1,1,1
8-Aug-23,Website,Wifi mati,wifi mati,1,1,1
8-Aug-23,Lapor Sleman,Aktivitas Pembakaran Sampah,aktivitas pembakaran sampah,1,1,1
9-Aug-23,Lapor Sleman,Penerangan Jalan Mati,penerangan jalan mati,1,1,0
9-Aug-23,Instagram,Sampah sepanjang ring road,sampah sepanjang ring road,1,1,1
11-Aug-23,Telepon Langsung,Aduan LPJU Perumahan Wahana Praja 1,aduan lpju perumahan wahana praja,1,1,1
11-Aug-23,Telepon Langsung,Usulan Penambahan Petunjuk Lalin Jl. Besi-Jangkang km. 3.5,usulan penambahan petunjuk lalin jl besijangkang,0,1,1
11-Aug-23,Lapor Sleman,Pembakaran Sampah Di Permukiman,pembakaran sampah permukiman,1,1,1
12-Aug-23,Twitter,Lokasi pembakaran sampah,lokasi pembakaran sampah,1,1,1
14-Aug-23,Twitter,Tarif parkir lapangan denggung,tarif parkir lapangan denggung,1,1,1
14-Aug-23,Lapor.go.id,Pembakaran sampah di lingkungan warga,pembakaran sampah lingkungan warga,1,1,1
14-Aug-23,Lapor Sleman,Jalan Berlubang Di Jalan Brajajaya,jalan berlubang jalan brajajaya,1,1,2
14-Aug-23,Lapor Sleman,Jalan Berlubang Di Jalan Kinanti,jalan berlubang jalan kinanti,1,1,2
14-Aug-23,Lapor Sleman,Jalan Berlubang Di Jalan Asmorondono,jalan berlubang jalan asmorondono,1,1,2
15-Aug-23,Instagram,Pohon terbakar beresiko roboh,pohon terbakar beresiko roboh,1,1,1
15-Aug-23,Lapor Sleman,Pju Mati,pju mati,1,1,0
17-Aug-23,Lapor Sleman,KONDISI TERKINI JL. KAPTEN HARYADI,kondisi terkini jl kapten haryadi,0,1,1
17-Aug-23,Lapor Sleman,Suara Bising Acara Outdoor,suara bising acara outdoor,1,1,1
17-Aug-23,Lapor Sleman,Pembakaran Sampah Daun Kering Tidak Kenal Waktu.,pembakaran sampah daun kering kenal waktu,1,1,1
20-Aug-23,Twitter,Parkir lapangan denggung,parkir lapangan denggung,1,1,1
21-Aug-23,Lapor Sleman,PDAM Lama Merespon Pemasangan,pdam lama merespon pemasangan,1,1,1
22-Aug-23,Twitter,Pembakaran lahan tebu,pembakaran lahan tebu,1,1,1
23-Aug-23,Lapor Sleman,Pembuangan Sampah Liar Sekala Besar,pembuangan sampah liar sekala besar,1,1,1
23-Aug-23,Instagram,Tarif parkir,tarif parkir,1,1,1
24-Aug-23,Lapor Sleman,Keluhan Layanan Parkir Di Puskesmas Depok I,keluhan layanan parkir puskesmas depok i,1,1,1
24-Aug-23,Instagram,Pembakaran sampah,pembakaran sampah,1,1,1
25-Aug-23,Lapor Sleman,Jumlah Detik Di Lampu Lalu Lintas,jumlah detik lampu lalu lintas,1,1,1
26-Aug-23,Instagram,Rumput terbakar,rumput terbakar,1,1,1
26-Aug-23,Twitter,Parkir samsat sleman,parkir samsat,1,1,1
27-Aug-23,Lapor Sleman,Pembakaran Sanpah Di Pasar Sleman Unit 2,pembakaran sanpah pasar unit,1,1,1
27-Aug-23,Twitter,Parkir stadion maguwoharjo,parkir stadion maguwoharjo,1,1,1
27-Aug-23,Twitter,Parkir samsat sleman,parkir samsat,1,1,1
28-Aug-23,Website,Grill drainase jalan gito gati amblas,grill drainase jalan gito gati amblas,1,1,1
28-Aug-23,Lapor.go.id,Lampu PJU mati,lampu pju mati,1,1,0
29-Aug-23,Lapor Sleman,Pengangkutan Sampah,pengangkutan sampah,1,1,1
29-Aug-23,Lapor Sleman,Jalan Berlubang Dan Tutup Drainase Ambles,jalan berlubang tutup drainase ambles,1,1,1
29-Aug-23,Instagram,Pohon menutup LPJU,pohon menutup lpju,1,1,1
30-Aug-23,Telepon Langsung,Jalan rusak,jalan rusak,1,1,2
30-Aug-23,Website,Jalan rusak,jalan rusak,1,1,2
30-Aug-23,Lapor Sleman,Sampah,sampah,1,1,1
30-Aug-23,Lapor Sleman,Air PAM,air pam,1,1,1
31-Aug-23,Instagram,Jembatan rusak,jembatan rusak,1,1,1
31-Aug-23,Lapor.go.id,"Mobil parkir di bahu jalan kampung CEPOR ,Sendangtirto ,Berbah",mobil parkir bahu jalan kampung cepor sendangtirto berbah,1,1,1
31-Aug-23,Instagram,Jalan rusak,jalan rusak,1,1,2
31-Aug-23,Instagram,LPJU mati,lpju mati,1,1,1
1-Sep-23,Instagram,Pembakaran sampah,pembakaran sampah,1,1,1
1-Sep-23,Lapor.go.id,"Mobil parkir di bahu jalan kampung CEPOR ,Sendangtirto ,Berbah",mobil parkir bahu jalan kampung cepor sendangtirto berbah,1,1,1
1-Sep-23,Website,Pengeolahan sampah,pengeolahan sampah,1,1,1
1-Sep-23,Lapor Sleman,Jembatan Padasan Rusak Parah,jembatan padasan rusak parah,1,1,1
2-Sep-23,Twitter,Kendaraan besar melewati ring road,kendaraan besar melewati ring road,0,1,1
3-Sep-23,Instagram,Pengelolaan sampah,pengelolaan sampah,1,1,1
4-Sep-23,Lapor Sleman,Bakar Sampah Pinggir Jalan,bakar sampah pinggir jalan,1,1,1
4-Sep-23,Website,Pembuangan sampah smebarangan,pembuangan sampah smebarangan,1,1,1
5-Sep-23,Lapor Sleman,Rutin Bakar Sampah,rutin bakar sampah,1,1,1
5-Sep-23,Lapor.go.id,KEBIASAAN MASYARAKAT MEMBAKAR SAMPAH YANG JELAS-JELAS MERUSAK DAN MENCEMARI LINGKUNGAN DAN UDARA,kebiasaan masyarakat membakar sampah jelasjelas merusak mencemari lingkungan udara,1,1,1
5-Sep-23,Website,pengelola sampah melakukan pembakaran sampah,pengelola sampah melakukan pembakaran sampah,1,1,1
6-Sep-23,Twitter,Pungli perangkat desa,pungli perangkat desa,1,1,1
6-Sep-23,Instagram,Jalan berlubang,jalan berlubang,1,1,2
6-Sep-23,Lapor Sleman,Air PAM Sering Alirannya Kecil,air pam sering alirannya kecil,1,1,1
7-Sep-23,Instagram,Pembakaran sampah rumah tangga,pembakaran sampah rumah tangga,1,1,1
7-Sep-23,Facebook Grup ICJ,Pohon berlubang dan terbakar,pohon berlubang terbakar,1,1,1
7-Sep-23,Instagram,Pemilahan sampah organik dan non organik,pemilahan sampah organik non organik,1,1,1
7-Sep-23,Website,Pohon perindang,pohon perindang,1,1,1
8-Sep-23,Lapor Sleman,Perlu Traffic Light Di Perempatan Perumnas,perlu traffic light perempatan perumnas,0,1,1
10-Sep-23,Twitter,Mohon kajian jalan karena banyak kecelakaan,kajian jalan banyak kecelakaan,1,1,1
10-Sep-23,Lapor Sleman,Tumpukan Sampah,tumpukan sampah,1,1,1
10-Sep-23,Lapor.go.id,Pengaduan Hambatan Lalu Lintas di Sepanjang Jalan Solo sampai Pertigaan UIN Sunan Kalijaga,pengaduan hambatan lalu lintas sepanjang jalan solo pertigaan uin sunan kalijaga,0,1,1
10-Sep-23,Lapor.go.id,jalan berlubang,jalan berlubang,1,1,2
12-Sep-23,Lapor Sleman,Mati Listrik Pagi Hari,mati listrik hari,1,1,1
12-Sep-23,Instagram,Jalan berlubang,jalan berlubang,1,1,2
14-Sep-23,Lapor.go.id,AIR PDAM MINOMARTANI KERUH,air pdam minomartani keruh,1,1,1
17-Sep-23,Lapor Sleman,Sampah Liar,sampah liar,1,1,1
18-Sep-23,Lapor Sleman,Pembakaran Sampah Cafe Petik Merah,pembakaran sampah cafe petik merah,1,1,1
18-Sep-23,Website,Sampah mengganngu proses belajar di sekolah SD Tamanan 2,sampah mengganngu proses belajar sekolah sd tamanan,1,1,1
18-Sep-23,Instagram,Sampah mengganngu proses belajar di sekolah SD Tamanan 2,sampah mengganngu proses belajar sekolah sd tamanan,1,1,1
18-Sep-23,Lapor Sleman,Lampu Nyetrum,lampu nyetrum,1,1,1
18-Sep-23,Instagram,Penghijauan di jalan yang kurang perindang,penghijauan jalan kurang perindang,0,1,1
20-Sep-23,Twitter,Sampah dibuang di sungai,sampah dibuang sungai,1,1,1
20-Sep-23,Twitter,Pembakaan sampah masuk lingkungan kampus,pembakaan sampah masuk lingkungan kampus,1,1,1
20-Sep-23,Lapor Sleman,Pembakaran Sampah Terus Menerus.,pembakaran sampah terus menerus,1,1,1
21-Sep-23,Instagram,Pembakaran sampah,pembakaran sampah,1,1,1
23-Sep-23,Instagram,Pungli SMKN 1 Tempel,pungli smkn tempel,1,1,1
23-Sep-23,Website,Penambang urug,penambang urug,0,1,1
24-Sep-23,Instagram,LPJU diganti warna merah,lpju diganti warna merah,1,1,1
24-Sep-23,Lapor Sleman,Buang Sampah Di Sungai,buang sampah sungai,1,1,1
25-Sep-23,Lapor Sleman,Sampah,sampah,1,1,1
26-Sep-23,Instagram,LPJU ring road,lpju ring road,1,1,1
26-Sep-23,Lapor Sleman,Lampu PJU Mati,lampu pju mati,1,1,0
26-Sep-23,Lapor Sleman,Pohon Perindang Potensi Roboh / Tumbang,pohon perindang potensi roboh tumbang,1,1,1
27-Sep-23,Lapor Sleman,Mbludaknya Saluran Pipa Air Rusunawa Jongke,mbludaknya saluran pipa air rusunawa jongke,1,1,1
27-Sep-23,Twitter,LPJU ring road,lpju ring road,1,1,1
28-Sep-23,Twitter,LPJU jalan jogja-solo,lpju jalan jogjasolo,1,1,1
28-Sep-23,Lapor Sleman,Lampu PJU Msti,lampu pju msti,1,1,0
29-Sep-23,Instagram,Apill mati,apill mati,1,1,0
29-Sep-23,Lapor Sleman,Rencana Pematian Sungai Selama 1 Bulan,rencana pematian sungai selama bulan,1,1,1
30-Sep-23,Twitter,Kebakaran di sorogedug,kebakaran sorogedug,1,1,1
30-Sep-23,Lapor.go.id,Jalan berlubang,jalan berlubang,1,1,2
1-Oct-23,Instagram,Gangguan kenyamanan dari cafe tip tap toe,gangguan kenyamanan cafe tip tap toe,1,1,1
1-Oct-23,Lapor Sleman,Gangguan Pengecoran Jalan,gangguan pengecoran jalan,1,1,1
1-Oct-23,Lapor Sleman,Lampu PJU Mati,lampu pju mati,1,1,0
3-Oct-23,Instagram,Jalan berlubang,jalan berlubang,1,1,2
3-Oct-23,Lapor.go.id,Tidak ada efek jera untuk yang parkir di bahu jalan,efek jera parkir bahu jalan,1,1,1
3-Oct-23,Lapor Sleman,Minim Lampu PJU,minim lampu pju,1,1,0
4-Oct-23,Instagram,Pembakaran sampah,pembakaran sampah,1,1,1
4-Oct-23,Instagram,Parkir RSUD Prambanan,parkir rsud prambanan,1,1,1
4-Oct-23,Website,Gangguan kenyamanan dari cafe tip tap toe,gangguan kenyamanan cafe tip tap toe,1,1,1
4-Oct-23,Instagram,LPJU mati,lpju mati,1,1,1
4-Oct-23,Twitter,APILL mati,apill mati,1,1,0
5-Oct-23,Twitter,Truck parkir di bahu jalan jombor,truck parkir bahu jalan jombor,1,1,1
5-Oct-23,Instagram,Jalan rusak,jalan rusak,1,1,2
5-Oct-23,Instagram,LPJU mati,lpju mati,1,1,1
6-Oct-23,Twitter,Klitih,klitih,1,1,1
6-Oct-23,Lapor Sleman,Limbah Cair Masuk Ke Sungai Kali Kuning,limbah cair masuk sungai kali kuning,1,1,1
7-Oct-23,Twitter,LPJU ring road selatan dan gorong2 jalan godean,lpju ring road selatan gorong jalan godean,1,1,1
8-Oct-23,Twitter,bau limbah dari rumah pemotongan ayam tidak berizin,bau limbah rumah pemotongan ayam berizin,1,1,1
8-Oct-23,Lapor.go.id,Penggalian Jalan,penggalian jalan,0,1,1
8-Oct-23,Lapor Sleman,Pengambilan Sampah,pengambilan sampah,1,1,1
8-Oct-23,Lapor Sleman,Parkir Sembarangan Warung Padang,parkir sembarangan warung padang,1,1,1
8-Oct-23,Lapor Sleman,Lampu PJU Mati Total,lampu pju mati total,1,1,0
9-Oct-23,Twitter,LPJU mati,lpju mati,1,1,1
9-Oct-23,Twitter,Pembakaran sampah,pembakaran sampah,1,1,1
9-Oct-23,Instagram,Jalan berlubang,jalan berlubang,1,1,2
10-Oct-23,Lapor Sleman,PDAM Mati Total,pdam mati total,1,1,1
10-Oct-23,Twitter,APILL Jalan Damai Mati,apill jalan damai mati,1,1,1
11-Oct-23,Lapor Sleman,Jombor Cebongan PJU Banyak Yang Mati,jombor cebongan pju banyak mati,1,1,1
11-Oct-23,Lapor Sleman,Pembakaran Sampah Di TPS Randualas Jl.kaliurang Km12,pembakaran sampah tps randualas jlkaliurang,1,1,1
11-Oct-23,Instagram,Gangguan kenyamanan dari chicken crush Klebengan,gangguan kenyamanan chicken crush klebengan,1,1,1
12-Oct-23,Website,Jasa angkutan sampah,jasa angkutan sampah,1,1,1
12-Oct-23,Lapor Sleman,Sungai Yang Kering,sungai kering,0,1,1
15-Oct-23,Lapor Sleman,Sampah Dibakar Di Area Persawahan,sampah dibakar area persawahan,1,1,1
15-Oct-23,Twitter,Tumpukan sampah,tumpukan sampah,1,1,1
16-Oct-23,SMS Hotline,Jalan rusak,jalan rusak,1,1,2
16-Oct-23,Website,tes kualitas air,tes kualitas air,1,1,1
16-Oct-23,Lapor Sleman,Pengaduan Pembuangan Sampah Illegal (lajutan Dari Pengaduan 2018,pengaduan pembuangan sampah illegal lajutan pengaduan,1,1,1
17-Oct-23,Lapor Sleman,Lampu PJU Jl Damai Mati Sudah 2 Hari,lampu pju jl damai mati hari,1,1,0
17-Oct-23,Lapor Sleman,"Pembakaran Jerami, Lahan, Rumput, Paska Panen Paditebu, Atau Rumput",pembakaran jerami lahan rumput paska panen paditebu rumput,1,1,1
17-Oct-23,Lapor Sleman,Pembangunan Penginapan Liar,pembangunan penginapan liar,1,1,1
17-Oct-23,Lapor Sleman,PEMBANGUNAN PENGINAPAN LIAR .,pembangunan penginapan liar,1,1,1
17-Oct-23,Lapor Sleman,Listrik Padam,listrik padam,1,1,1
18-Oct-23,Lapor Sleman,Lampu PJUTS Sebagian Ada Yg Mati Dan Redup,lampu pjuts sebagian mati redup,1,1,1
19-Oct-23,Website,Pembakaran sampah,pembakaran sampah,1,1,1
19-Oct-23,Lapor Sleman,Pengolahan Sampah Plastik,pengolahan sampah plastik,1,1,1
19-Oct-23,Instagram,LPJU mati,lpju mati,1,1,1
20-Oct-23,Instagram,Jalan Rusak Jakal KM.7,jalan rusak jakal,1,1,1
20-Oct-23,Twitter,jalan berlubang,jalan berlubang,1,1,2
22-Oct-23,Instagram,Kebakaran sampah daun di palagan,kebakaran sampah daun palagan,1,1,1
22-Oct-23,Instagram,APILL mati,apill mati,1,1,0
22-Oct-23,Lapor Sleman,PEMASANGAN LAMPU RAMBU RAMBU HATI HATI DAN PEMASANGAN POLISI TIDUR SEPERTI DI PINTU KERRTA API UNTUK MEMINIMALISIR KECELAKAAN,pemasangan lampu rambu rambu hati hati pemasangan polisi tidur pintu kerrta api meminimalisir kecelakaan,1,1,1
22-Oct-23,Lapor Sleman,PENAMBAHAN POLISI TIDUR UNTUK MEMINIMALISIR KEBUT KEBUTAN DAN KECELAKAAN,penambahan polisi tidur meminimalisir kebut kebutan kecelakaan,1,1,1
22-Oct-23,Instagram,Selokan mataram kotor,selokan mataram kotor,1,1,1
22-Oct-23,Instagram,Parkir lapangan beran,parkir lapangan beran,1,1,1
23-Oct-23,Lapor Sleman,Lampu PJU Selalu Mati,lampu pju selalu mati,1,1,0
23-Oct-23,Lapor Sleman,Sampah Berjejer Di Jalan Tangkilan Pinggir Sawah,sampah berjejer jalan tangkilan pinggir sawah,1,1,1
23-Oct-23,Lapor Sleman,Air PDAM Kuning,air pdam kuning,1,1,1
23-Oct-23,Instagram,Masalah ketenagakerjaan,masalah ketenagakerjaan,1,1,1
24-Oct-23,Lapor Sleman,Lampu PJU Jl Damai,lampu pju jl damai,1,1,1
25-Oct-23,Lapor Sleman,Lampu Pju Mati,lampu pju mati,1,1,0
25-Oct-23,Lapor Sleman,Bau Got Yang Sangat Menyengat Tidak Enak,bau got sangat menyengat enak,1,1,1
25-Oct-23,Lapor Sleman,Gangguan kenyamanan,gangguan kenyamanan,1,1,1
25-Oct-23,Instagram,LPJU mati,lpju mati,1,1,1
25-Oct-23,Instagram,Gangguan kenyamanan,gangguan kenyamanan,1,1,1
25-Oct-23,Instagram,Lokasi pembuangan sampah residu,lokasi pembuangan sampah residu,1,1,1
26-Oct-23,Lapor Sleman,PEMASANGAN WARNING LIGHT ATAU RAMBU2 HATI HATI DAN PEMASANGAN POLISI TIDUR DI PEREMPATAN JLN PENDOWOHARJO DI DUSUN TEMON PENDOWOHARJO SLEMAN,pemasangan warning light rambu hati hati pemasangan polisi tidur perempatan jln pendowoharjo dusun temon pendowoharjo,0,1,1
26-Oct-23,Lapor Sleman,Jalan Solo Km 13.2,jalan solo,0,1,1
26-Oct-23,Lapor Sleman,Lampu Apil Eror,lampu apil eror,1,1,1
27-Oct-23,Lapor Sleman,Lampu PJU Mati,lampu pju mati,1,1,0
28-Oct-23,Website,Gangguan kenyamanan cafe tip tap toe,gangguan kenyamanan cafe tip tap toe,1,1,1
28-Oct-23,Twitter,Jalan kapten haryadi,jalan kapten haryadi,0,1,1
28-Oct-23,Twitter,Gangguan kenyamanan cafe tip tap toe,gangguan kenyamanan cafe tip tap toe,1,1,1
28-Oct-23,Lapor Sleman,Air PDAM Lama Tidak Mengalir,air pdam lama mengalir,1,1,1
28-Oct-23,Lapor Sleman,PJU MATI,pju mati,1,1,0
31-Oct-23,Instagram,Permohonan air bersih,permohonan air bersih,1,1,1
1-Nov-23,Lapor Sleman,Air PDAM Prambanan Lama Tidak Mengalir,air pdam prambanan lama mengalir,1,1,1
3-Nov-23,Lapor Sleman,Permohonan Pemasangan Lampu PJU,permohonan pemasangan lampu pju,1,1,1
3-Nov-23,Lapor Sleman,Pembakaran Sampah,pembakaran sampah,1,1,1
3-Nov-23,Instagram,Grill penutup drainase rusak,grill penutup drainase rusak,1,1,1
4-Nov-23,Lapor Sleman,PKL Di Lahan Pengairan Ven Der Wicjk Moyudan,pkl lahan pengairan ven der wicjk moyudan,1,1,1
4-Nov-23,Instagram,Jalan godean rusak,jalan godean rusak,1,1,1
5-Nov-23,Instagram,Parkir lapangan denggung,parkir lapangan denggung,1,1,1
5-Nov-23,Instagram,Jalan rusak,jalan rusak,1,1,2
6-Nov-23,Lapor Sleman,Kenapa KRK Lama,krk lama,1,1,1
8-Nov-23,Website,Jalan berlubang,jalan berlubang,1,1,2
9-Nov-23,Lapor Sleman,Kabel Menganggu,kabel menganggu,0,1,1
9-Nov-23,Lapor Sleman,Lampu PJU Palbapang Tempel Arah Turi Mari,lampu pju palbapang tempel arah turi,1,1,1
10-Nov-23,Lapor Sleman,Jalanan Rusak Dan Berlubang Di Lokasi Strategis Dan Ramai Lalu Lintas,jalanan rusak berlubang lokasi strategis ramai lalu lintas,1,1,1
10-Nov-23,Instagram,LPJU mati,lpju mati,1,1,1
11-Nov-23,Lapor Sleman,Lampu PJU Mati,lampu pju mati,1,1,0
11-Nov-23,Website,Gangguan kenyamanan,gangguan kenyamanan,1,1,1
13-Nov-23,Twitter,Jalan menggenang air hujan,jalan menggenang air hujan,1,1,1
13-Nov-23,Lapor Sleman,Melaporkan Pohon Dijalan Raya Jogja Solo,melaporkan pohon dijalan raya solo,1,1,1
14-Nov-23,Lapor Sleman,FLYOVER JANTI JADI TEMPAT PEMBUANGAN SAMPAH,flyover janti jadi tempat pembuangan sampah,1,1,1
14-Nov-23,Lapor Sleman,PEMBANGUNAN PENGINAPAN LIAR .,pembangunan penginapan liar,1,1,1
14-Nov-23,Lapor Sleman,Parkir Pasar Malam,parkir pasar,1,1,1
14-Nov-23,Lapor Sleman,Cek Lebar Sungai Lama Di Barat Polsek Seyegan,cek lebar sungai lama barat polsek seyegan,1,1,1
15-Nov-23,Twitter,Jalan berlubang,jalan berlubang,1,1,2
15-Nov-23,Lapor Sleman,Kabel Bahaya,kabel bahaya,1,1,1
15-Nov-23,Website,Jalan berlubang,jalan berlubang,1,1,2
15-Nov-23,Lapor Sleman,Lapor Adanya Dahan Pohon Yg Hamipr Mengenai Pengendara Lewat,adanya dahan pohon hamipr mengenai pengendara lewat,1,1,1
16-Nov-23,Lapor Sleman,Lampu Merah Bantulan,lampu merah bantulan,1,1,1
16-Nov-23,Twitter,Jalan berlubang,jalan berlubang,1,1,2
22-Nov-23,Website,Pembakaran sampah sekitar pasar Kolombo,pembakaran sampah pasar kolombo,1,1,1
22-Nov-23,Lapor Sleman,"Lampu PJU Mati, Laka Lantas Terjadi",lampu pju mati laka lantas terjadi,1,1,1
23-Nov-23,Lapor Sleman,Jalan Berlubang Parah,jalan berlubang parah,1,1,2
23-Nov-23,Instagram,Jalan berlubang,jalan berlubang,1,1,2
24-Nov-23,Twitter,Parkir tempo gelato,parkir tempo gelato,1,1,1
26-Nov-23,Instagram,Jalan piyungan prambanan berlubang,jalan piyungan prambanan berlubang,1,1,1
26-Nov-23,Instagram,Sampah di lapangan denggung,sampah lapangan denggung,1,1,1
27-Nov-23,Lapor Sleman,Saluran Air Untuk Kebutuhan Warga,saluran air kebutuhan warga,1,1,1
28-Nov-23,Twitter,Lampu APILL Perempatan Sagan,lampu apill perempatan sagan,1,1,1
29-Nov-23,Lapor Sleman,Lampu Apill Eror,lampu apill eror,1,1,1
29-Nov-23,Lapor Sleman,Sampah Menumpuk,sampah menumpuk,1,1,1
30-Nov-23,Lapor Sleman,Tumpukan Sampah Liar Di Jalan Jambon,tumpukan sampah liar jalan jambon,1,1,1
1-Dec-23,Facebook Grup ICJ,APILL tertutup Pohon Pertigaan bangjo Gamping,apill tertutup pohon pertigaan bangjo gamping,1,1,1
1-Dec-23,Lapor Sleman,Menumpuk Sampah Membakar Sampah Di Tengah Pemukiman Padat Penduduk,menumpuk sampah membakar sampah tengah pemukiman padat penduduk,1,1,1
2-Dec-23,Lapor Sleman,Bangunan Liar Mengganggu Kendaraan Masuk Jalan Kampung,bangunan liar mengganggu kendaraan masuk jalan kampung,1,1,1
2-Dec-23,Lapor Sleman,PENUMPUKAN SAMPAH RUMAH TANGGA,penumpukan sampah rumah tangga,1,1,1
2-Dec-23,Lapor Sleman,Ring Road Trihanggo Sampe Demak Ijo Peteng Ndedet Dan Ring Road Jakkal Sampe Monjali Juga Gelap Gulita,ring road trihanggo sampe demak ijo peteng ndedet ring road jakkal sampe monjali gelap gulita,1,1,1
3-Dec-23,Lapor Sleman,Lampu Sepanjang Ringroad Mati,lampu sepanjang ringroad mati,1,1,1
5-Dec-23,Instagram,Limbah pemotongan ayam,limbah pemotongan ayam,0,1,1
5-Dec-23,Instagram,Jalan rusak,jalan rusak,1,1,2
5-Dec-23,Instagram,jalan rusak,jalan rusak,1,1,2
6-Dec-23,Website,Permasalahan ketenagakerjaan,permasalahan ketenagakerjaan,1,1,1
6-Dec-23,Lapor Sleman,Bakar Sampah Didepan Rumah,bakar sampah didepan rumah,1,1,1
6-Dec-23,Instagram,Kurang penerangan jalan,kurang penerangan jalan,0,1,1
6-Dec-23,Instagram,Sampah menumpuk,sampah menumpuk,1,1,1
7-Dec-23,Instagram,Listrik sering padam,listrik sering padam,1,1,1
8-Dec-23,Lapor.go.id,Buang sampah sembarangan,buang sampah sembarangan,1,1,1
8-Dec-23,Lapor Sleman,Penampungan Sampah Illegal Meresahkan Warga..banyak Lalat Hijau Di Rumah,penampungan sampah illegal meresahkan wargabanyak lalat hijau rumah,1,1,1
8-Dec-23,Lapor Sleman,Jalanan Rusak Dan Berlubang Di Lokasi Strategis Dan Ramai Lalu Lintas,jalanan rusak berlubang lokasi strategis ramai lalu lintas,1,1,1
9-Dec-23,Lapor Sleman,Jalanan Berlubang Depan Kelurahan Trihanggo,jalanan berlubang depan kelurahan trihanggo,1,1,1
9-Dec-23,Instagram,LPJU ring road selatan,lpju ring road selatan,1,1,1
9-Dec-23,Lapor Sleman,LAMPU PJU PADAM,lampu pju padam,1,1,0
10-Dec-23,Instagram,LPJU ring road utara,lpju ring road utara,1,1,1
10-Dec-23,Instagram,Drainase berlubang,drainase berlubang,1,1,1
12-Dec-23,Lapor Sleman,Lampu PJU Mati,lampu pju mati,1,1,0
12-Dec-23,Website,base camp jeep wisata membahayakan pengguna jalan kampung,base camp jeep wisata membahayakan pengguna jalan kampung,1,1,1
13-Dec-23,Instagram,Pembakaran sampah,pembakaran sampah,1,1,1
13-Dec-23,Lapor Sleman,Kelancaran Angkut Sampah,kelancaran angkut sampah,1,1,1
13-Dec-23,Website,Pengangkutan sampah,pengangkutan sampah,1,1,1
13-Dec-23,Website,Parkir dibahu jalan,parkir dibahu jalan,1,1,1
14-Dec-23,Lapor Sleman,Sampah Di Sepanjang Jalan,sampah sepanjang jalan,1,1,1
14-Dec-23,Instagram,Sampah Di Sepanjang Jalan,sampah sepanjang jalan,1,1,1
14-Dec-23,Lapor Sleman,Lampu Jalan Mati,lampu jalan mati,1,1,0
16-Dec-23,Lapor Sleman,Lampu Penerangan Jalan Mati,lampu penerangan jalan mati,1,1,0
17-Dec-23,Instagram,LPJU,lpju,1,1,1
17-Dec-23,Twitter,Jembatan rusak,jembatan rusak,1,1,1
19-Dec-23,Lapor Sleman,Sampah Di Bawah Jembatan Timur Youth Center Meresahkan,sampah bawah jembatan timur youth center meresahkan,1,1,1
19-Dec-23,Lapor Sleman,Jombor - Cebongan Gelap Gulita,jombor cebongan gelap gulita,1,1,1
20-Dec-23,Lapor Sleman,Lampu Penerangan Jalan Mati,lampu penerangan jalan mati,1,1,0
21-Dec-23,Lapor Sleman,Pedotan Jalan Utara Makam Wahidin Bikin Macet,pedotan jalan utara makam wahidin bikin macet,1,1,1
21-Dec-23,Lapor Sleman,3 Lampu Penerangan Jalan Umum Sebrang Gereja Mlati Mati,lampu penerangan jalan umum sebrang gereja mlati mati,1,1,1
21-Dec-23,Facebook Grup ICJ,Polusi Udara (bau) Kandang Ayam Potong,polusi udara bau kandang ayam potong,1,1,1
22-Dec-23,Lapor Sleman,Lampu Mati,lampu mati,1,1,0
23-Dec-23,Lapor Sleman,Jalan Ambles Dan Belubang Besar,jalan ambles belubang besar,1,1,1
23-Dec-23,Lapor Sleman,Sampah Di Hotel Asih Jln Kolombo Sangat Mengganggu,sampah hotel asih jln kolombo sangat mengganggu,1,1,1
24-Dec-23,Lapor Sleman,Lampu PJU Mati,lampu pju mati,1,1,0
25-Dec-23,Instagram,Pembakaran sampah,pembakaran sampah,1,1,1
25-Dec-23,Lapor Sleman,Tempat Pembuangan Sampah Ilegal,tempat pembuangan sampah ilegal,1,1,1
27-Dec-23,Instagram,Jembatan dusun padasan pakem,jembatan dusun padasan pakem,0,1,1
28-Dec-23,Lapor.go.id,Parit belum ada aliran air,parit aliran air,1,1,1
28-Dec-23,Lapor.go.id,Bau Yang Tidak Sedap Dari Sampah,bau sedap sampah,1,1,1
28-Dec-23,Instagram,Pohon perindang,pohon perindang,1,1,1
29-Dec-23,Lapor Sleman,Jalan Ambles Di Jembatan Puluhwatu Dan Perempatan Jalan Watugendong,jalan ambles jembatan puluhwatu perempatan jalan watugendong,0,1,1
29-Dec-23,Instagram,LPJU mati,lpju mati,1,1,1
30-Dec-23,Lapor Sleman,Penebangan Pohon Di Jalan Letkol Subadri Sumberadi Mlati,penebangan pohon jalan letkol subadri sumberadi mlati,1,1,1
31-Dec-23,Lapor Sleman,"Petugas Kebersihan Yang Tidak Rajin, Sampah Menumpuk",petugas kebersihan rajin sampah menumpuk,1,1,1
31-Dec-23,Lapor Sleman,Lampu PJU Mati Palbapang Turi Ke Utara Arah Turi,lampu pju mati palbapang turi utara arah turi,1,1,1
3-Jan-24,Instagram,LPJU mati,lpju mati,1,1,1
3-Jan-24,Lapor Sleman,PJU Mati Dan Kurang Memadai Jumlahnya,pju mati kurang memadai jumlahnya,1,1,1
3-Jan-24,Instagram,Aliran listrik sering padam,aliran listrik sering padam,1,1,1
